Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Throughput_PDCP_DL,NR_UE_RB_Num_DL_0,NR_UE_Pathloss_DL_0,NR_UE_Power_Tx_PUSCH_0,App_Throughput_UL,NR_UE_PCI_0_lat,NR_UE_PCI_0_lon,NR_UE_PCI_0_azimuth,NR_UE_PCI_0_height,NR_UE_Nbr_PCI_0_lat,NR_UE_Nbr_PCI_0_lon,NR_UE_Nbr_PCI_0_azimuth,NR_UE_Nbr_PCI_0_height,NR_UE_Nbr_PCI_1_lat,NR_UE_Nbr_PCI_1_lon,NR_UE_Nbr_PCI_1_azimuth,NR_UE_Nbr_PCI_1_height,NR_UE_Nbr_PCI_2_lat,NR_UE_Nbr_PCI_2_lon,NR_UE_Nbr_PCI_2_azimuth,NR_UE_Nbr_PCI_2_height,NR_UE_Nbr_PCI_3_lat,NR_UE_Nbr_PCI_3_lon,NR_UE_Nbr_PCI_3_azimuth,NR_UE_Nbr_PCI_3_height
41.0995,29.02293,68,-118.4,-12.25,3.0,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,8.83,16.0,134.14999999999998,22.25,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09963,29.03034,38,-99.2,-10.433333333333334,14.6,278,0,0,0,-142.23333333333332,-200.0,-200.0,-200.0,-32.6,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09967,29.02253,68,-116.30000000000001,-11.75,4.2,59,0,0,0,-125.44999999999999,-200.0,-200.0,-200.0,-19.15,-30.0,-30.0,-30.0,25.62,15.5,132.15,22.1,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09967,29.030449999999995,38,-100.05000000000001,-10.3,18.65,278,0,0,0,-139.05,-200.0,-200.0,-200.0,-30.55,-30.0,-30.0,-30.0,0.0,13.333333333333334,115.6,21.95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09969,29.02751,38,-119.4,-14.2,,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0996,29.02266,68,-117.4,-12.149999999999999,3.35,59,0,0,0,-125.80000000000001,-200.0,-200.0,-200.0,-19.25,-30.0,-30.0,-30.0,22.259999999999998,16.0,133.2,22.15,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09974,29.02232,278,-98.5,-10.3,19.5,38,0,0,0,-122.3,-200.0,-200.0,-200.0,-18.3,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09974,29.0224,68,-116.95,-11.899999999999999,4.300000000000001,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,28.145000000000003,17.0,133.35,22.05,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09979,29.03057,38,-105.1,-10.5,,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,39.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0997,29.030559999999998,38,-107.3,-10.4,17.7,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,25.0,117.0,21.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09981,29.02227,68,-117.6,-12.2,3.5,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,22.56,16.0,133.45,22.15,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09989,29.02215,68,-117.35,-12.149999999999999,3.25,59,0,0,0,-125.15,-200.0,-200.0,-200.0,-19.15,-30.0,-30.0,-30.0,19.36,16.5,132.89999999999998,22.2,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09996,29.02204,68,-118.69999999999999,-12.65,2.15,59,0,0,0,-124.3,-200.0,-200.0,-200.0,-17.1,-30.0,-30.0,-30.0,15.68,16.0,135.3,22.2,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0999,29.02206,278,-97.6,-10.2,,38,0,0,0,-155.9,-200.0,-200.0,-200.0,-42.9,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.099,29.02481,278,-105.0,-10.2,,68,38,0,0,-131.7,-117.0,-200.0,-200.0,-17.2,-14.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.099,29.025060000000003,68,-126.46666666666665,-16.133333333333333,-4.0,40,0,0,0,-130.6,-200.0,-200.0,-200.0,-19.450000000000003,-30.0,-30.0,-30.0,4.545,16.5,143.95,22.4,0.0,41.1054694,29.0278333,255.0,18.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10001,29.02188,278,-98.2,-10.3,21.4,38,0,0,0,-128.8,-200.0,-200.0,-200.0,-21.6,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10004,29.02193,68,-118.7,-12.649999999999999,2.2,59,0,0,0,-124.95,-200.0,-200.0,-200.0,-18.1,-30.0,-30.0,-30.0,12.8,16.0,135.0,22.2,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10011,29.02175,278,-83.4,-10.3,,38,0,0,0,-155.9,-200.0,-200.0,-200.0,-42.9,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.100109999999994,29.02182,68,-119.1,-13.05,0.35,59,0,0,0,-123.15,-200.0,-200.0,-200.0,-16.2,-30.0,-30.0,-30.0,10.666666666666666,16.0,135.4,22.3,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10018,29.02167,278,-85.3,-10.3,26.5,38,0,0,0,-156.0,-200.0,-200.0,-200.0,-43.0,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10019,29.021720000000002,68,-118.44999999999999,-12.85,0.8,59,0,0,0,-123.05000000000001,-200.0,-200.0,-200.0,-16.4,-30.0,-30.0,-30.0,13.18,15.5,134.35,22.3,1636.72,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10025,29.02153,278,-98.2,-10.5,,38,0,0,0,-122.8,-200.0,-200.0,-200.0,-21.4,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10025,29.021640000000005,68,-119.4,-13.0,-0.25,59,0,0,0,-123.3,-200.0,-200.0,-200.0,-16.55,-30.0,-30.0,-30.0,16.415,17.0,136.25,22.4,0.0,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10027,29.02147,278,-92.3,-10.4,25.2,38,0,0,0,-121.3,-200.0,-200.0,-200.0,-23.1,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10028,29.02146,278,-94.2,-10.2,,38,0,0,0,-156.0,-200.0,-200.0,-200.0,-43.0,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10028,29.02161,68,-120.6,-13.8,-1.9,59,0,0,0,-124.0,-200.0,-200.0,-200.0,-17.1,-30.0,-30.0,-30.0,11.26,18.0,138.0,22.4,0.0,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10029,29.02145,278,-91.75,-10.3,23.0,38,0,0,0,-119.1,-200.0,-200.0,-200.0,-21.2,-30.0,-30.0,-30.0,,39.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10031,29.02155,68,-119.7,-14.1,-1.8,59,0,0,0,-121.5,-200.0,-200.0,-200.0,-16.1,-30.0,-30.0,-30.0,17.02,17.0,136.8,22.3,0.0,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10033,29.02154,68,-121.9,-15.3,-2.8,59,0,0,0,-121.0,-200.0,-200.0,-200.0,-14.9,-30.0,-30.0,-30.0,15.23,17.0,137.3,22.3,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10036,29.021489999999996,68,-119.0,-13.55,-1.8,59,0,0,0,-121.0,-200.0,-200.0,-200.0,-15.25,-30.0,-30.0,-30.0,18.845,16.0,134.95,22.3,0.0,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10038,29.02147,68,-118.1,-13.2,-0.6,59,0,0,0,-120.2,-200.0,-200.0,-200.0,-14.9,-30.0,-30.0,-30.0,,,,,0.0,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
