Latitude,Longitude,UL_NR_UE_PCI_0,UL_NR_UE_RSRP_0,UL_NR_UE_RSRQ_0,UL_NR_UE_SINR_0,UL_NR_UE_Nbr_PCI_0,UL_NR_UE_Nbr_PCI_1,UL_NR_UE_Nbr_PCI_2,UL_NR_UE_Nbr_PCI_3,UL_NR_UE_Nbr_RSRP_0,UL_NR_UE_Nbr_RSRP_1,UL_NR_UE_Nbr_RSRP_2,UL_NR_UE_Nbr_RSRP_3,UL_NR_UE_Nbr_RSRQ_0,UL_NR_UE_Nbr_RSRQ_1,UL_NR_UE_Nbr_RSRQ_2,UL_NR_UE_Nbr_RSRQ_3,UL_NR_UE_Throughput_PDCP_DL,UL_NR_UE_RB_Num_DL_0,UL_NR_UE_Pathloss_DL_0,UL_NR_UE_Power_Tx_PUSCH_0,UL_App_Throughput_UL,UL_NR_UE_PCI_0_lat,UL_NR_UE_PCI_0_lon,UL_NR_UE_PCI_0_azimuth,UL_NR_UE_PCI_0_height,UL_NR_UE_Nbr_PCI_0_lat,UL_NR_UE_Nbr_PCI_0_lon,UL_NR_UE_Nbr_PCI_0_azimuth,UL_NR_UE_Nbr_PCI_0_height,UL_NR_UE_Nbr_PCI_1_lat,UL_NR_UE_Nbr_PCI_1_lon,UL_NR_UE_Nbr_PCI_1_azimuth,UL_NR_UE_Nbr_PCI_1_height,UL_NR_UE_Nbr_PCI_2_lat,UL_NR_UE_Nbr_PCI_2_lon,UL_NR_UE_Nbr_PCI_2_azimuth,UL_NR_UE_Nbr_PCI_2_height,UL_NR_UE_Nbr_PCI_3_lat,UL_NR_UE_Nbr_PCI_3_lon,UL_NR_UE_Nbr_PCI_3_azimuth,UL_NR_UE_Nbr_PCI_3_height
41.09899,29.02598,15.11111111111111,-184.58888888888887,-27.577777777777776,-7.4,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,154.25,22.5,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09899,29.02619,185.33333333333334,-137.93333333333334,-17.466666666666665,,25.333333333333332,0.0,0.0,0.0,-133.53333333333333,-200.0,-200.0,-200.0,-16.966666666666665,-30.0,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09902,29.0261,13.6,-186.87,-28.47,-9.05,4.0,0.0,0.0,0.0,-193.2,-200.0,-200.0,-200.0,-28.910000000000004,-30.0,-30.0,-30.0,0.64,16.0,155.0,22.5,0.0,8.22109388,5.80556666,51.0,3.6,4.110708730000001,2.90226646,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09903,29.02493,8.5,-190.5625,-28.0625,-5.6,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,5.984999999999999,18.0,142.2,22.45,0.0,5.138183675,3.6284791625,31.875,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09903,29.02637,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09906,29.02623,17.0,-183.95,-28.35,-8.3,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,152.8,22.5,0.0,10.27636735,7.256958325,63.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09907,29.0248,15.11111111111111,-183.5111111111111,-26.72222222222222,-1.4,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,2.045,16.5,143.75,22.5,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09907,29.02655,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09911,29.02464,15.11111111111111,-183.45555555555558,-26.711111111111112,-2.75,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,2.56,18.0,140.35,22.45,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09915,29.02651,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,36.0,,,183.87666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09916,29.02449,15.11111111111111,-182.36666666666667,-26.2,2.0,13.11111111111111,0.0,0.0,0.0,-186.63333333333333,-200.0,-200.0,-200.0,-29.82222222222222,-30.0,-30.0,-30.0,8.64,16.5,136.1,22.25,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,9.135130244444445,6.450693822222222,51.111111111111114,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0991,29.02637,15.11111111111111,-186.97777777777776,-29.72222222222222,-12.65,4.222222222222222,30.88888888888889,0.0,0.0,-189.2888888888889,-189.96666666666667,-200.0,-200.0,-27.833333333333332,-27.944444444444443,-30.0,-30.0,0.0,36.0,154.7,22.5,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09921,29.02684,3.0,-140.85,-28.5,-12.5,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,,,,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09923,29.02385,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09923,29.02425,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,8.7,,136.2,22.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09925,29.02416,15.11111111111111,-182.55555555555554,-26.22222222222222,2.5,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,6.43,16.5,139.5,22.4,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09926,29.0268,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09927,29.0236,139.0,-150.8,-20.125,18.4,19.0,0.0,0.0,0.0,-157.65,-200.0,-200.0,-200.0,-21.0,-30.0,-30.0,-30.0,,36.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09929,29.024,15.11111111111111,-182.46666666666667,-26.22222222222222,1.4,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,8.355,17.0,139.5,22.4,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0992,29.02433,19.428571428571427,-176.81428571428572,-24.87142857142857,5.5,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,13.38,16.5,134.3,22.1,0.0,11.744419828571427,8.293666657142857,72.85714285714286,5.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0992,29.02666,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09932,29.0233,278.0,-104.6,-10.3,,38.0,0.0,0.0,0.0,-120.4,-200.0,-200.0,-200.0,-15.4,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09933,29.02383,15.11111111111111,-182.94444444444446,-26.422222222222224,-0.25,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,7.9350000000000005,17.0,140.35,22.4,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09935,29.02709,1.5,-166.85,-24.5,3.0,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,33.0,,,,20.55217085,14.5108736,150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09937,29.02367,15.11111111111111,-182.7111111111111,-26.333333333333332,-0.09999999999999998,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,8.605,16.5,137.95,22.4,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09938,29.02304,278.0,-106.4,-10.2,15.6,38.0,0.0,0.0,0.0,-126.3,-200.0,-200.0,-200.0,-19.9,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09939,29.02351,15.11111111111111,-182.82222222222222,-26.37777777777778,-0.25,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,9.405,16.0,138.25,22.4,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09942,29.02721,222.4,-131.1,-15.440000000000001,,23.4,7.6,0.0,0.0,-133.84,-182.38,-200.0,-200.0,-16.34,-26.360000000000003,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,8.220868339999999,5.80434944,60.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09943,29.0232,12.363636363636363,-185.73636363636365,-26.936363636363637,0.25,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,13.086666666666666,17.0,137.53333333333333,22.366666666666664,0.0,7.473721709090909,5.277787872727273,46.36363636363637,3.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09945,29.02306,15.11111111111111,-182.06666666666666,-26.11111111111111,2.05,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,12.67,16.5,135.55,22.3,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0994,29.02334,19.428571428571427,-178.0142857142857,-25.38571428571429,-0.15000000000000002,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,12.16,17.0,138.0,22.4,15855.97,11.744419828571427,8.293666657142857,72.85714285714286,5.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09955,29.02279,15.11111111111111,-181.76666666666665,-26.01111111111111,3.0,13.11111111111111,0.0,0.0,0.0,-184.25555555555556,-200.0,-200.0,-200.0,-28.15555555555555,-30.0,-30.0,-30.0,12.845,16.0,133.65,22.2,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,9.135130244444445,6.450693822222222,51.111111111111114,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0995,29.02293,15.11111111111111,-181.86666666666667,-26.055555555555557,3.0,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,8.83,16.0,134.14999999999998,22.25,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09963,29.03034,38.0,-99.2,-10.433333333333334,14.6,278.0,0.0,0.0,0.0,-142.23333333333332,-200.0,-200.0,-200.0,-32.6,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09967,29.02253,17.0,-179.075,-25.4375,4.2,14.75,0.0,0.0,0.0,-181.3625,-200.0,-200.0,-200.0,-27.2875,-30.0,-30.0,-30.0,25.62,15.5,132.15,22.1,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0996,29.02266,17.0,-179.35,-25.5375,3.35,14.75,0.0,0.0,0.0,-181.45,-200.0,-200.0,-200.0,-27.3125,-30.0,-30.0,-30.0,22.259999999999998,16.0,133.2,22.15,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09974,29.0224,17.0,-179.2375,-25.475,4.300000000000001,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,28.145000000000003,17.0,133.35,22.05,,10.27636735,7.256958325,63.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09974,29.03086,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09981,29.02227,17.0,-179.4,-25.549999999999997,3.5,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,22.56,16.0,133.45,22.15,,10.27636735,7.256958325,63.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09989,29.02215,17.0,-179.3375,-25.5375,3.25,14.75,0.0,0.0,0.0,-181.28750000000002,-200.0,-200.0,-200.0,-27.2875,-30.0,-30.0,-30.0,19.36,16.5,132.89999999999998,22.2,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09996,29.02204,19.428571428571427,-176.77142857142854,-25.042857142857144,2.15,16.857142857142858,0.0,0.0,0.0,-178.37142857142857,-200.0,-200.0,-200.0,-26.314285714285713,-30.0,-30.0,-30.0,15.68,16.0,135.3,22.2,,11.744419828571427,8.293666657142857,72.85714285714286,5.142857142857143,11.745167457142857,8.293749199999999,65.71428571428571,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0999,29.02206,278.0,-97.6,-10.2,,38.0,0.0,0.0,0.0,-155.9,-200.0,-200.0,-200.0,-42.9,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.099,29.02506,20.4,-177.94,-25.839999999999996,-4.0,8.0,0.0,0.0,0.0,-186.12,-200.0,-200.0,-200.0,-27.890000000000004,-30.0,-30.0,-30.0,4.545,16.5,143.95,22.4,0.0,12.331640819999999,8.70834999,76.5,5.4,8.221417460000001,5.80453292,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10001,29.02188,278.0,-98.2,-10.3,21.4,38.0,0.0,0.0,0.0,-128.8,-200.0,-200.0,-200.0,-21.6,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10004,29.02193,22.666666666666668,-172.9,-24.216666666666665,2.2,19.666666666666668,0.0,0.0,0.0,-174.98333333333335,-200.0,-200.0,-200.0,-26.03333333333333,-30.0,-30.0,-30.0,12.8,16.0,135.0,22.2,,13.701823133333333,9.675944433333333,85.0,6.0,13.702695366666667,9.676040733333332,76.66666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10011,29.02175,278.0,-83.4,-10.3,,38.0,0.0,0.0,0.0,-155.9,-200.0,-200.0,-200.0,-42.9,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10011,29.02182,13.6,-183.82,-26.610000000000003,0.35,11.8,0.0,0.0,0.0,-184.63000000000002,-200.0,-200.0,-200.0,-27.24,-30.0,-30.0,-30.0,10.666666666666666,16.0,135.4,22.3,,8.22109388,5.80556666,51.0,3.6,8.22161722,5.80562444,46.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10018,29.02167,278.0,-85.3,-10.3,26.5,38.0,0.0,0.0,0.0,-156.0,-200.0,-200.0,-200.0,-43.0,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10019,29.02172,11.333333333333334,-186.40833333333333,-27.141666666666666,0.8,9.833333333333334,0.0,0.0,0.0,-187.17499999999998,-200.0,-200.0,-200.0,-27.733333333333334,-30.0,-30.0,-30.0,13.18,15.5,134.35,22.3,1636.72,6.8509115666666665,4.8379722166666665,42.5,3.0,6.8513476833333335,4.838020366666666,38.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10025,29.02153,278.0,-98.2,-10.5,,38.0,0.0,0.0,0.0,-122.8,-200.0,-200.0,-200.0,-21.4,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10025,29.02164,15.11111111111111,-182.08888888888887,-26.22222222222222,-0.25,13.11111111111111,0.0,0.0,0.0,-182.95555555555555,-200.0,-200.0,-200.0,-27.01111111111111,-30.0,-30.0,-30.0,16.415,17.0,136.25,22.4,0.0,9.134548755555555,6.450629622222222,56.666666666666664,4.0,9.135130244444445,6.450693822222222,51.111111111111114,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10027,29.02147,278.0,-92.3,-10.4,25.2,38.0,0.0,0.0,0.0,-121.3,-200.0,-200.0,-200.0,-23.1,-30.0,-30.0,-30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
