Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3
41.10519,29.02654,68.0,-71.1,-10.4,32.0,,,,,,,,,,,,
41.10518,29.02649,68.0,-70.9,-10.3,31.0,,,,,,,,,,,,
41.10518,29.02649,68.0,-69.3,-10.3,30.7,,,,,,,,,,,,
41.10517,29.02639,68.0,-69.8,-10.4,29.5,,,,,,,,,,,,
41.10517,29.02639,68.0,-70.2,-10.4,28.0,,,,,,,,,,,,
41.10515,29.0263,68.0,-71.5,-10.4,26.8,,,,,,,,,,,,
41.10514,29.02625,68.0,-72.9,-10.4,23.4,,,,,,,,,,,,
41.10513,29.0262,68.0,-76.2,-10.4,22.1,,,,,,,,,,,,
41.10513,29.0262,68.0,-74.8,-10.4,25.5,,,,,,,,,,,,
41.10512,29.02608,68.0,-72.4,-10.4,27.2,,,,,,,,,,,,
41.10511,29.02603,68.0,-70.8,-10.4,29.1,,,,,,,,,,,,
41.1051,29.02598,68.0,-70.5,-10.3,28.7,,,,,,,,,,,,
41.1051,29.02598,68.0,-71.1,-10.4,28.6,,,,,,,,,,,,
41.10509,29.02588,68.0,-71.6,-10.4,25.2,,,,,,,,,,,,
41.10508,29.02583,68.0,-73.8,-10.4,24.3,,,,,,,,,,,,
41.10508,29.02578,68.0,-73.0,-10.4,25.2,76.0,,,,-85.5,,,,-18.4,,,
41.10508,29.02578,68.0,-75.8,-10.4,23.7,76.0,,,,-86.8,,,,-19.3,,,
41.10506,29.02568,68.0,-78.5,-10.4,27.2,76.0,,,,-88.2,,,,-20.2,,,
41.10505,29.02562,68.0,-76.0,-10.4,26.2,76.0,,,,-85.2,,,,-20.4,,,
41.10504,29.02556,68.0,-76.5,-10.4,27.3,76.0,,,,-86.2,,,,-20.7,,,
41.10504,29.02556,68.0,-75.2,-10.4,26.1,,,,,,,,,,,,
41.10502,29.02544,68.0,-77.9,-10.4,23.1,,,,,,,,,,,,
41.10501,29.02538,68.0,-77.3,-10.4,22.5,,,,,,,,,,,,
41.105,29.02532,68.0,-75.7,-10.4,22.0,,,,,,,,,,,,
41.105,29.02532,68.0,-75.1,-10.4,21.4,,,,,,,,,,,,
41.10499,29.0252,68.0,-76.3,-10.4,21.6,,,,,,,,,,,,
41.10498,29.02514,68.0,-76.8,-10.4,23.0,,,,,,,,,,,,
41.10497,29.02508,68.0,-76.2,-10.4,22.4,,,,,,,,,,,,
41.10496,29.02502,68.0,-76.6,-10.4,22.1,,,,,,,,,,,,
41.10495,29.02496,68.0,-77.9,-10.4,18.4,,,,,,,,,,,,
41.10495,29.02496,68.0,-79.9,-10.4,18.5,,,,,,,,,,,,
41.10493,29.02485,68.0,-80.8,-10.4,17.9,,,,,,,,,,,,
41.10492,29.0248,68.0,-78.7,-10.4,16.4,,,,,,,,,,,,
41.10491,29.02474,68.0,-80.2,-10.6,16.0,,,,,,,,,,,,
41.10491,29.02474,68.0,-80.1,-10.5,16.9,,,,,,,,,,,,
41.1049,29.02465,68.0,-79.9,-10.5,15.0,,,,,,,,,,,,
41.10489,29.0246,68.0,-81.1,-10.5,14.9,,,,,,,,,,,,
41.10489,29.02455,68.0,-79.8,-10.5,15.5,,,,,,,,,,,,
41.10488,29.02451,68.0,-82.2,-10.6,10.7,3.0,,,,-94.4,,,,-17.0,,,
41.10487,29.02446,68.0,-88.5,-11.0,11.8,3.0,,,,-96.2,,,,-19.4,,,
41.10487,29.02437,68.0,-84.1,-10.6,11.9,3.0,,,,-114.0,,,,-28.7,,,
41.10487,29.02437,68.0,-85.9,-10.7,11.2,3.0,,,,-119.1,,,,-32.3,,,
41.10486,29.02433,68.0,-86.5,-10.8,11.3,3.0,,,,-105.1,,,,-26.7,,,
41.10485,29.02428,68.0,-84.6,-10.7,9.3,3.0,,,,-101.1,,,,-23.2,,,
41.10483,29.02418,68.0,-87.1,-11.1,8.5,3.0,,,,-97.7,,,,-22.2,,,
41.10483,29.02418,68.0,-85.5,-10.9,7.3,3.0,,,,-114.2,,,,-27.6,,,
41.10481,29.02409,68.0,-86.2,-11.3,8.5,3.0,,,,-107.1,,,,-23.1,,,
41.10481,29.02409,68.0,-83.1,-10.8,8.6,3.0,,,,-100.8,,,,-24.4,,,
41.10479,29.02399,68.0,-84.8,-11.2,7.7,3.0,,,,-102.0,,,,-23.6,,,
41.10479,29.02399,68.0,-86.5,-11.4,8.2,3.0,,,,-97.8,,,,-19.7,,,
41.10478,29.02389,68.0,-87.5,-11.4,7.2,3.0,,,,-93.2,,,,-16.1,,,
41.10478,29.02389,68.0,-88.0,-11.3,5.4,3.0,,,,-93.8,,,,-13.9,,,
41.10477,29.02377,68.0,-87.0,-12.1,6.3,3.0,,,,-91.4,,,,-13.8,,,
41.10477,29.02377,68.0,-82.7,-11.0,7.3,3.0,,,,-91.6,,,,-15.0,,,
41.10476,29.02365,68.0,-88.0,-12.3,4.7,3.0,,,,-92.1,,,,-13.5,,,
41.10476,29.02365,68.0,-85.3,-11.7,5.5,3.0,13.0,,,-91.6,-94.4,,,-16.2,-18.9,,
41.10475,29.02353,68.0,-84.3,-11.5,4.1,3.0,13.0,,,-92.0,-95.9,,,-16.0,-20.5,,
41.10475,29.02353,68.0,-89.3,-13.1,2.8,3.0,13.0,,,-93.6,-101.5,,,-16.4,-20.7,,
41.10474,29.02343,68.0,-91.6,-13.2,-0.9,3.0,13.0,,,-92.2,-92.2,,,-15.1,-14.6,,
41.10474,29.02343,68.0,-92.4,-15.0,-2.6,3.0,13.0,,,-88.7,-92.2,,,-13.2,-16.4,,
41.10474,29.02335,68.0,-91.4,-16.0,-1.9,3.0,13.0,,,-87.8,-92.9,,,-12.7,-17.8,,
41.10474,29.02335,68.0,-92.1,-15.9,-1.5,3.0,13.0,,,-87.4,-91.5,,,-11.9,-15.6,,
41.10474,29.02328,68.0,-90.1,-14.8,0.7,3.0,13.0,,,-88.2,-94.6,,,-12.9,-18.0,,
41.10474,29.02328,68.0,-89.4,-13.7,0.7,3.0,,,,-87.5,,,,-12.5,,,
41.10474,29.02322,68.0,-89.2,-14.6,-0.6,3.0,13.0,,,-88.1,-93.1,,,-13.6,-17.6,,
41.10474,29.02322,68.0,-87.7,-14.2,0.1,3.0,13.0,,,-86.7,-94.5,,,-12.8,-19.7,,
41.10473,29.02317,68.0,-90.3,-14.8,-3.4,3.0,23.0,,,-87.9,-91.8,,,-13.6,-17.7,,
41.10473,29.02317,68.0,-90.2,-16.4,-5.2,3.0,13.0,23.0,,-86.1,-91.4,-99.1,,-12.5,-18.0,-20.3,
41.10472,29.02313,68.0,-92.1,-16.3,-3.3,3.0,13.0,23.0,,-87.9,-93.2,-95.5,,-13.1,-17.8,-18.8,
41.10472,29.02313,68.0,-90.8,-17.0,-4.8,3.0,13.0,23.0,,-84.8,-89.9,-93.2,,-12.3,-17.4,-17.6,
41.10472,29.02313,68.0,-91.8,-17.7,-5.3,3.0,23.0,,,-85.7,-98.3,,,-12.5,-20.5,,
41.10472,29.02309,3.0,-85.7,-12.5,5.7,23.0,68.0,,,-98.3,-91.3,,,-20.5,-17.3,,
41.10472,29.02309,3.0,-86.4,-12.5,6.9,13.0,68.0,,,-90.9,-92.9,,,-18.5,-17.4,,
41.10471,29.02303,3.0,-85.1,-12.4,6.1,13.0,68.0,,,-89.6,-90.3,,,-17.7,-17.5,,
41.10471,29.023,3.0,-80.7,-11.5,7.7,13.0,68.0,,,-91.8,-97.7,,,-19.8,-20.2,,
41.1047,29.02296,3.0,-82.6,-11.2,9.8,13.0,68.0,,,-92.1,-92.0,,,-19.8,-18.3,,
41.1047,29.02296,3.0,-80.2,-11.1,10.2,13.0,68.0,,,-90.7,-90.8,,,-19.1,-18.7,,
41.1047,29.02288,3.0,-80.0,-11.0,11.1,13.0,68.0,,,-89.9,-102.2,,,-19.2,-22.3,,
41.10469,29.02284,3.0,-80.1,-11.2,11.0,13.0,68.0,,,-89.4,-108.0,,,-20.1,-24.7,,
41.10469,29.02281,3.0,-76.4,-10.6,11.3,13.0,68.0,,,-94.1,-95.1,,,-23.5,-22.7,,
41.10468,29.02277,3.0,-79.3,-11.2,10.4,13.0,68.0,,,-90.9,-99.5,,,-20.1,-23.4,,
41.10468,29.02273,3.0,-82.8,-11.6,9.4,13.0,68.0,,,-87.8,-103.6,,,-18.6,-24.4,,
41.10467,29.02269,3.0,-81.5,-11.2,11.7,13.0,68.0,,,-87.9,-94.8,,,-17.5,-21.0,,
41.10466,29.02265,3.0,-78.8,-11.0,11.4,13.0,68.0,,,-89.3,-89.9,,,-17.1,-17.7,,
41.10466,29.02265,3.0,-76.7,-10.8,10.6,13.0,68.0,,,-86.2,-119.0,,,-20.5,-32.5,,
41.10466,29.02258,3.0,-76.4,-10.8,10.9,13.0,68.0,,,-91.6,-92.0,,,-25.6,-22.0,,
41.10465,29.0225,3.0,-72.8,-10.7,15.6,13.0,68.0,,,-95.0,-93.1,,,-23.3,-20.7,,
41.10465,29.0225,3.0,-73.8,-10.7,16.7,13.0,68.0,,,-109.3,-87.7,,,-29.3,-19.4,,
41.10463,29.02241,3.0,-74.3,-10.9,17.8,13.0,68.0,,,-96.8,-89.6,,,-25.7,-22.6,,
41.10463,29.02241,3.0,-70.8,-10.5,19.5,13.0,68.0,,,-107.5,-114.7,,,-29.3,-33.5,,
41.10461,29.02232,3.0,-71.4,-10.6,18.8,13.0,68.0,,,-97.6,-105.4,,,-25.6,-30.8,,
41.10461,29.02232,3.0,-71.3,-10.6,23.6,68.0,,,,-154.3,,,,-42.5,,,
41.1046,29.02224,3.0,-66.7,-10.4,24.9,,,,,,,,,,,,
41.1046,29.02224,3.0,-63.3,-10.4,27.5,,,,,,,,,,,,
41.10458,29.02217,3.0,-59.5,-10.4,26.6,,,,,,,,,,,,
41.10458,29.02217,3.0,-60.0,-10.4,27.6,,,,,,,,,,,,
41.10457,29.0221,3.0,-56.0,-10.4,27.9,,,,,,,,,,,,
41.10457,29.0221,3.0,-60.8,-10.4,24.3,,,,,,,,,,,,
41.10457,29.02204,3.0,-59.7,-10.4,24.8,,,,,,,,,,,,
41.10457,29.02204,3.0,-58.7,-10.4,24.7,13.0,,,,-75.7,,,,-21.2,,,
41.10457,29.02199,3.0,-55.7,-10.4,26.4,13.0,,,,-88.4,,,,-26.5,,,
41.10457,29.02199,3.0,-58.6,-10.4,22.4,13.0,,,,-88.4,,,,-25.0,,,
41.10456,29.02193,3.0,-60.2,-10.4,25.2,13.0,,,,-91.6,,,,-26.2,,,
41.10456,29.02193,3.0,-62.6,-10.5,23.4,13.0,,,,-131.4,,,,-35.5,,,
41.10456,29.02188,3.0,-56.5,-10.4,21.5,,,,,,,,,,,,
41.10456,29.02188,3.0,-60.0,-10.6,22.4,,,,,,,,,,,,
41.10455,29.02182,3.0,-58.1,-10.5,23.1,,,,,,,,,,,,
41.10455,29.02182,3.0,-58.0,-10.7,17.9,13.0,,,,-68.1,,,,-15.6,,,
41.10455,29.02177,3.0,-64.4,-11.0,15.5,13.0,,,,-70.0,,,,-16.3,,,
41.10455,29.02177,3.0,-62.4,-10.7,10.1,13.0,,,,-71.7,,,,-17.9,,,
41.10455,29.0217,3.0,-66.3,-11.1,7.0,13.0,,,,-73.2,,,,-16.5,,,
41.10455,29.0217,3.0,-69.1,-12.3,6.3,13.0,,,,-66.8,,,,-13.3,,,
41.10455,29.02164,3.0,-69.2,-12.7,5.6,13.0,,,,-69.1,,,,-13.2,,,
41.10455,29.02164,3.0,-69.4,-13.1,1.4,13.0,,,,-68.4,,,,-12.7,,,
41.10455,29.02158,3.0,-70.2,-14.2,-2.5,13.0,,,,-65.9,,,,-11.6,,,
41.10455,29.02158,3.0,-69.8,-16.5,-4.9,13.0,,,,-61.0,,,,-10.9,,,
41.10455,29.02158,3.0,-70.4,-17.4,-4.3,13.0,,,,-60.2,,,,-10.8,,,
41.10454,29.02151,13.0,-60.2,-10.8,16.5,3.0,,,,-71.7,,,,-16.2,,,
41.10454,29.02151,13.0,-59.8,-10.9,24.2,3.0,,,,-68.2,,,,-17.6,,,
41.10453,29.02144,13.0,-57.6,-10.6,21.6,3.0,,,,-69.8,,,,-20.6,,,
41.10453,29.02144,13.0,-59.1,-10.5,21.6,3.0,,,,-82.1,,,,-23.1,,,
41.10453,29.02138,13.0,-61.4,-10.5,21.4,3.0,,,,-71.4,,,,-17.7,,,
41.10453,29.02138,13.0,-58.5,-10.5,21.9,3.0,,,,-74.0,,,,-21.8,,,
41.10452,29.02133,13.0,-62.9,-10.6,21.7,3.0,,,,-95.6,,,,-26.1,,,
41.10452,29.02133,13.0,-60.9,-10.6,21.4,3.0,,,,-81.2,,,,-21.9,,,
41.10452,29.02128,13.0,-60.0,-10.5,18.9,,,,,,,,,,,,
41.10452,29.02128,13.0,-63.0,-10.7,17.2,3.0,,,,-71.8,,,,-17.0,,,
41.10451,29.02121,13.0,-63.2,-10.7,19.3,3.0,,,,-71.8,,,,-20.5,,,
41.10451,29.02121,13.0,-62.6,-10.6,23.8,3.0,,,,-72.4,,,,-18.4,,,
41.10451,29.02114,13.0,-64.3,-10.5,22.2,3.0,,,,-74.8,,,,-21.7,,,
41.10451,29.02114,13.0,-64.7,-10.5,25.8,3.0,,,,-73.7,,,,-21.2,,,
41.1045,29.02105,13.0,-60.0,-10.4,26.4,3.0,,,,-73.7,,,,-22.6,,,
41.1045,29.02105,13.0,-58.7,-10.4,28.9,3.0,,,,-89.3,,,,-24.6,,,
41.10449,29.02096,13.0,-62.0,-10.4,27.1,3.0,,,,-83.5,,,,-26.1,,,
41.10449,29.02096,13.0,-61.4,-10.4,23.4,,,,,,,,,,,,
41.10448,29.02088,13.0,-63.8,-10.5,24.0,,,,,,,,,,,,
41.10448,29.02088,13.0,-61.5,-10.5,26.9,,,,,,,,,,,,
41.10446,29.02079,13.0,-60.2,-10.4,28.1,,,,,,,,,,,,
41.10446,29.02074,13.0,-61.1,-10.4,27.3,,,,,,,,,,,,
41.10445,29.02069,13.0,-57.8,-10.4,25.2,,,,,,,,,,,,
41.10445,29.02069,13.0,-64.3,-10.4,22.8,,,,,,,,,,,,
41.10443,29.02059,13.0,-64.2,-10.4,20.1,,,,,,,,,,,,
41.10443,29.02055,13.0,-68.9,-10.7,15.6,,,,,,,,,,,,
41.10442,29.0205,13.0,-66.5,-10.5,17.2,,,,,,,,,,,,
41.10442,29.0205,13.0,-70.5,-10.6,9.9,3.0,,,,-77.7,,,,-17.8,,,
41.10441,29.02042,13.0,-73.2,-11.1,10.2,3.0,,,,-78.4,,,,-16.5,,,
