Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Throughput_PDCP_DL,NR_UE_RB_Num_DL_0,NR_UE_Pathloss_DL_0,NR_UE_Power_Tx_PUSCH_0,App_Throughput_DL,NR_UE_PCI_0_lat,NR_UE_PCI_0_lon,NR_UE_PCI_0_azimuth,NR_UE_PCI_0_height,NR_UE_Nbr_PCI_0_lat,NR_UE_Nbr_PCI_0_lon,NR_UE_Nbr_PCI_0_azimuth,NR_UE_Nbr_PCI_0_height,NR_UE_Nbr_PCI_1_lat,NR_UE_Nbr_PCI_1_lon,NR_UE_Nbr_PCI_1_azimuth,NR_UE_Nbr_PCI_1_height,NR_UE_Nbr_PCI_2_lat,NR_UE_Nbr_PCI_2_lon,NR_UE_Nbr_PCI_2_azimuth,NR_UE_Nbr_PCI_2_height,NR_UE_Nbr_PCI_3_lat,NR_UE_Nbr_PCI_3_lon,NR_UE_Nbr_PCI_3_azimuth,NR_UE_Nbr_PCI_3_height
41.09921,29.02684,3,-132.4,-20.35,-7.05,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,153.36666666666667,22.5,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09923,29.02385,68,-127.3,-14.7,,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,30.0,,,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09923,29.02425,68,-122.9,-13.5,2.7,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,,138.2,22.1,16268.45,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09925,29.02377,68,-124.1,-14.1,-0.9,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,3.03,23.0,141.0285714285714,22.45714285714286,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09925,29.024160000000002,68,-120.9,-12.8,0.4,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,17879.04,62.5,138.6,22.3,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09926,29.0268,68,-147.7,-34.9,-17.2,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09927,29.0236,68,-123.65,-13.9,-0.9,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.35,16.0,140.5,22.5,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09927,29.024080000000005,68,-123.1,-13.9,-0.1,59,0,0,0,-138.8,-200.0,-200.0,-200.0,-27.9,-30.0,-30.0,-30.0,16609.28,67.0,139.9,22.2,12860.54,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09927,29.026970000000002,3,-135.9,-23.7,-3.0,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,79.31,26.0,148.0,22.5,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09929,29.02344,68,-123.0,-13.7,0.6,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,140.3,22.5,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09929,29.024,68,-123.1,-14.2,1.0,59,0,0,0,-133.1,-200.0,-200.0,-200.0,-23.2,-30.0,-30.0,-30.0,14857.974999999999,97.0,139.2,22.3,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09929,29.02686,68,-140.8,-28.0,-16.9,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0992,29.024330000000003,68,-117.5,-11.8,4.8,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,49223.68,87.5,134.85000000000002,22.1,26768.06,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0992,29.02666,68,-142.55,-29.75,-17.15,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09931,29.02337,68,-123.2,-13.9,0.4,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,139.9,22.4,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09931,29.02392,68,-124.1,-14.5,-1.9,59,0,0,0,-129.8,-200.0,-200.0,-200.0,-19.6,-30.0,-30.0,-30.0,,,141.1,22.3,11098.3,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09932,29.0233,68,-122.35,-13.3,0.30000000000000004,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,139.3,22.4,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09932,29.02693,68,-146.0,-33.2,-16.2,3,38,278,0,-132.2,-111.0,-108.4,-200.0,-20.1,-11.5,-10.5,-30.0,,,,,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09933,29.02383,68,-124.2,-14.5,-0.7,59,0,0,0,-131.6,-200.0,-200.0,-200.0,-20.9,-30.0,-30.0,-30.0,13025.279999999999,84.0,140.8,22.3,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09934,29.023170000000004,68,-122.0,-13.2,2.4,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,16.0,137.1,22.4,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09935,29.027089999999998,3,-127.05,-16.35,-4.0,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,25.65,17.0,145.8,22.4,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09936,29.02311,68,-120.2,-12.5,1.5,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,137.2,22.3,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09937,29.02367,68,-123.5,-14.05,-0.9,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,11202.815,102.0,139.6,22.3,12832.9,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09938,29.023040000000005,68,-121.1,-12.8,2.95,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,135.75,22.3,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09938,29.02359,68,-123.8,-14.3,-1.4,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,96.0,139.4,22.3,10930.06,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09939,29.023509999999998,68,-123.9,-14.2,-1.3,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,12267.52,105.0,139.2,22.3,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09942,29.02293,68,-118.94999999999999,-12.1,3.0,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,135.5,22.25,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09942,29.027210000000004,3,-128.05,-16.1,-1.7999999999999998,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,2.3200000000000003,31.0,146.2,22.299999999999997,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09943,29.0232,68,-121.30000000000001,-13.3,0.15,59,0,0,0,-127.35,-200.0,-200.0,-200.0,-18.549999999999997,-30.0,-30.0,-30.0,14827.52,82.0,137.75,22.3,22076.11,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09944,29.02313,68,-119.4,-12.5,2.0,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,21155.38,87.0,136.5,22.2,40039.99,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09945,29.023059999999997,68,-119.7,-12.7,1.7,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,31263.65,87.0,136.3,22.3,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09947,29.02282,68,-119.4,-12.45,2.2,59,0,0,0,-127.5,-200.0,-200.0,-200.0,-19.3,-30.0,-30.0,-30.0,0.0,16.0,135.25,22.15,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0994,29.02334,68,-122.3,-13.5,-0.1,59,0,0,0,-130.3,-200.0,-200.0,-200.0,-21.1,-30.0,-30.0,-30.0,12390.685,92.0,138.3,22.3,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0994,29.02343,68,-122.3,-13.4,0.4,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,,138.2,22.4,13207.11,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09951,29.02732,3,-130.4,-17.6,,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,30.0,,,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09952,29.0227,68,-118.95,-12.1,2.95,59,0,0,0,-127.35,-200.0,-200.0,-200.0,-19.6,-30.0,-30.0,-30.0,0.0,16.0,135.7,22.1,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09952,29.022859999999998,68,-117.6,-11.9,2.7,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,,133.8,22.2,60660.27,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09955,29.022789999999997,68,-118.6,-12.3,3.1,59,0,0,0,-126.7,-200.0,-200.0,-200.0,-19.5,-30.0,-30.0,-30.0,60497.805,118.5,134.7,22.1,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09958,29.02259,68,-118.95,-12.25,4.0,59,0,0,0,-129.7,-200.0,-200.0,-200.0,-22.8,-30.0,-30.0,-30.0,0.35,18.0,134.55,22.05,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0995,29.02293,68,-118.3,-12.25,2.8,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,49539.82,106.0,134.65,22.2,52973.04,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09963,29.03034,38,-101.7,-10.5,,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,25.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09964,29.0226,68,-118.5,-12.4,2.7,59,0,0,0,-125.5,-200.0,-200.0,-200.0,-18.9,-30.0,-30.0,-30.0,76038.29,146.0,134.0,22.1,88546.9,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09965,29.027470000000005,3,-126.4,-14.0,,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,30.0,,,,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09966,29.02249,68,-118.2,-12.2,4.0,59,0,0,0,-127.75,-200.0,-200.0,-200.0,-20.45,-30.0,-30.0,-30.0,0.35,16.0,134.75,22.15,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09967,29.02253,68,-117.1,-11.9,3.5,59,0,0,0,-128.0,-200.0,-200.0,-200.0,-20.9,-30.0,-30.0,-30.0,92141.75,201.0,133.6,22.1,,41.1054694,29.0278333,255.0,18.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
