Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_PCI_0_lat,NR_UE_PCI_0_lon,NR_UE_PCI_0_azimuth,NR_UE_PCI_0_height,NR_UE_Nbr_PCI_0_lat,NR_UE_Nbr_PCI_0_lon,NR_UE_Nbr_PCI_0_azimuth,NR_UE_Nbr_PCI_0_height,NR_UE_Nbr_PCI_1_lat,NR_UE_Nbr_PCI_1_lon,NR_UE_Nbr_PCI_1_azimuth,NR_UE_Nbr_PCI_1_height,NR_UE_Nbr_PCI_2_lat,NR_UE_Nbr_PCI_2_lon,NR_UE_Nbr_PCI_2_azimuth,NR_UE_Nbr_PCI_2_height,NR_UE_Nbr_PCI_3_lat,NR_UE_Nbr_PCI_3_lon,NR_UE_Nbr_PCI_3_azimuth,NR_UE_Nbr_PCI_3_height
41.10723,29.02949,48,-83.2,-10.7,9.8,76,0,0,0,-93.4,-200.0,-200.0,-200.0,-16.7,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10723,29.02949,48,-80.5,-10.6,9.9,76,0,0,0,-96.1,-200.0,-200.0,-200.0,-20.6,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10723,29.02949,48,-85.2,-11.1,9.7,76,0,0,0,-95.4,-200.0,-200.0,-200.0,-18.8,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10723,29.02949,48,-88.0,-11.3,8.2,76,0,0,0,-96.9,-200.0,-200.0,-200.0,-18.5,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10723,29.02949,48,-87.8,-11.6,8.5,76,0,0,0,-95.6,-200.0,-200.0,-200.0,-17.7,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10723,29.02949,48,-87.5,-11.1,8.3,76,0,0,0,-97.1,-200.0,-200.0,-200.0,-17.0,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10722,29.02947,48,-89.9,-11.6,7.7,76,0,0,0,-93.9,-200.0,-200.0,-200.0,-16.3,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10722,29.02947,48,-87.7,-11.6,8.1,76,0,0,0,-95.4,-200.0,-200.0,-200.0,-15.0,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10724,29.02944,48,-88.2,-11.4,7.1,76,0,0,0,-93.6,-200.0,-200.0,-200.0,-18.2,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10724,29.02944,48,-86.8,-11.5,6.2,76,0,0,0,-95.7,-200.0,-200.0,-200.0,-16.1,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10725,29.02941,48,-89.5,-12.0,4.0,76,0,0,0,-92.3,-200.0,-200.0,-200.0,-14.9,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10725,29.02941,48,-89.8,-13.6,1.2,76,0,0,0,-87.1,-200.0,-200.0,-200.0,-12.6,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10727,29.02938,48,-89.1,-13.7,4.6,76,0,0,0,-89.5,-200.0,-200.0,-200.0,-13.3,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10727,29.02938,48,-85.2,-12.0,4.5,76,0,0,0,-90.7,-200.0,-200.0,-200.0,-14.4,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10728,29.02934,48,-85.7,-12.1,5.7,76,0,0,0,-92.2,-200.0,-200.0,-200.0,-15.5,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10728,29.02934,48,-85.3,-11.7,6.2,76,0,0,0,-90.8,-200.0,-200.0,-200.0,-16.1,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10727,29.0293,48,-86.0,-11.9,7.5,76,0,0,0,-89.7,-200.0,-200.0,-200.0,-14.9,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10727,29.0293,48,-85.4,-12.4,6.9,76,0,0,0,-88.1,-200.0,-200.0,-200.0,-14.2,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10725,29.02925,48,-85.7,-11.8,6.6,76,0,0,0,-88.8,-200.0,-200.0,-200.0,-16.3,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10725,29.02925,48,-84.9,-11.8,6.3,76,0,0,0,-84.6,-200.0,-200.0,-200.0,-14.5,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10722,29.02922,48,-83.8,-12.1,6.1,76,0,0,0,-86.6,-200.0,-200.0,-200.0,-13.7,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10722,29.02922,48,-85.3,-12.8,6.3,76,0,0,0,-85.3,-200.0,-200.0,-200.0,-13.1,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10718,29.02917,48,-83.8,-12.8,3.5,76,0,0,0,-81.8,-200.0,-200.0,-200.0,-12.7,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10718,29.02917,48,-86.5,-13.9,1.0,76,0,0,0,-79.7,-200.0,-200.0,-200.0,-11.7,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10718,29.02917,48,-85.1,-15.3,2.7,76,0,0,0,-80.2,-200.0,-200.0,-200.0,-11.9,-30.0,-30.0,-30.0,41.1080861,29.0281222,110.0,6.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10714,29.0291,76,-79.2,-11.8,5.7,48,0,0,0,-85.6,-200.0,-200.0,-200.0,-14.4,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10714,29.0291,76,-80.7,-12.3,5.1,48,0,0,0,-83.5,-200.0,-200.0,-200.0,-13.5,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10709,29.02904,76,-85.9,-13.7,0.9,48,0,0,0,-85.6,-200.0,-200.0,-200.0,-12.1,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10709,29.02904,76,-89.4,-14.3,2.7,48,0,0,0,-87.8,-200.0,-200.0,-200.0,-12.3,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10703,29.02897,76,-89.6,-14.8,2.7,48,0,0,0,-84.7,-200.0,-200.0,-200.0,-11.7,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10703,29.02897,76,-88.6,-13.9,3.7,48,0,0,0,-88.6,-200.0,-200.0,-200.0,-13.7,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10697,29.02888,76,-86.5,-12.7,3.5,48,0,0,0,-87.2,-200.0,-200.0,-200.0,-12.7,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10697,29.02888,76,-87.5,-13.4,3.3,48,0,0,0,-87.3,-200.0,-200.0,-200.0,-13.2,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1069,29.0288,76,-85.8,-12.6,7.9,48,0,0,0,-88.9,-200.0,-200.0,-200.0,-16.2,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1069,29.0288,76,-85.1,-12.2,8.9,48,0,0,0,-88.9,-200.0,-200.0,-200.0,-14.7,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10684,29.02873,76,-84.6,-11.9,7.8,48,0,0,0,-88.1,-200.0,-200.0,-200.0,-15.3,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10684,29.02873,76,-78.9,-11.8,3.0,48,0,0,0,-79.7,-200.0,-200.0,-200.0,-12.3,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10679,29.02866,76,-84.9,-12.8,7.3,48,0,0,0,-87.0,-200.0,-200.0,-200.0,-14.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10676,29.02862,76,-83.9,-11.7,7.0,48,0,0,0,-86.2,-200.0,-200.0,-200.0,-14.3,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10673,29.02858,76,-80.2,-11.5,8.6,48,0,0,0,-83.4,-200.0,-200.0,-200.0,-15.1,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10673,29.02858,76,-78.2,-11.4,9.2,48,0,0,0,-84.1,-200.0,-200.0,-200.0,-15.8,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10668,29.02851,76,-75.6,-10.9,10.5,48,0,0,0,-83.9,-200.0,-200.0,-200.0,-15.4,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10663,29.02845,76,-76.8,-10.8,8.3,48,59,0,0,-85.6,-87.0,-200.0,-200.0,-17.0,-15.9,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10663,29.02845,76,-80.2,-11.3,6.4,48,59,0,0,-81.8,-85.4,-200.0,-200.0,-14.6,-15.8,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1066,29.02841,76,-79.6,-13.0,6.4,48,59,0,0,-77.6,-83.1,-200.0,-200.0,-13.1,-16.2,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10657,29.02838,76,-78.5,-13.2,10.9,48,59,0,0,-75.8,-82.4,-200.0,-200.0,-13.6,-18.9,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,41.1080861,29.0281222,230.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10653,29.02833,76,-75.1,-10.9,12.8,48,0,0,0,-84.7,-200.0,-200.0,-200.0,-19.1,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10653,29.02833,76,-73.0,-10.5,14.0,48,0,0,0,-85.5,-200.0,-200.0,-200.0,-20.4,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10649,29.02828,76,-76.4,-10.7,12.9,48,0,0,0,-85.1,-200.0,-200.0,-200.0,-19.2,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10649,29.02828,76,-76.5,-10.7,12.1,48,0,0,0,-84.8,-200.0,-200.0,-200.0,-18.1,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10646,29.02823,76,-79.8,-11.1,10.9,48,0,0,0,-85.6,-200.0,-200.0,-200.0,-16.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10646,29.02823,76,-81.6,-11.4,10.2,48,0,0,0,-86.5,-200.0,-200.0,-200.0,-15.2,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10642,29.02818,76,-82.9,-11.9,10.0,48,0,0,0,-86.6,-200.0,-200.0,-200.0,-16.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10642,29.02818,76,-82.2,-11.1,11.1,48,0,0,0,-86.9,-200.0,-200.0,-200.0,-14.4,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10637,29.02813,76,-82.0,-10.9,14.4,48,0,0,0,-88.3,-200.0,-200.0,-200.0,-18.1,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10637,29.02813,76,-80.7,-10.9,14.5,48,0,0,0,-88.9,-200.0,-200.0,-200.0,-18.6,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10637,29.02813,76,-80.3,-10.8,17.0,48,0,0,0,-89.8,-200.0,-200.0,-200.0,-19.9,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10632,29.02805,76,-79.7,-10.5,18.0,48,0,0,0,-91.8,-200.0,-200.0,-200.0,-20.7,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10627,29.02798,76,-82.4,-10.6,17.5,48,0,0,0,-95.1,-200.0,-200.0,-200.0,-22.7,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10627,29.02798,76,-82.1,-10.6,15.4,48,0,0,0,-100.0,-200.0,-200.0,-200.0,-24.5,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,41.1080861,29.0281222,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10623,29.02792,76,-78.6,-10.6,13.1,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10623,29.02792,76,-78.2,-10.6,21.8,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10619,29.02788,76,-73.4,-10.4,25.2,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10619,29.02788,76,-73.2,-10.4,25.9,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10617,29.02784,76,-75.8,-10.4,25.4,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10617,29.02784,76,-74.9,-10.5,25.1,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10616,29.02782,76,-71.6,-10.4,26.2,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10614,29.02781,76,-69.8,-10.4,27.5,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,41.1054694,29.0278333,340.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
