Latitude,Longitude,DL_NR_UE_PCI_0,DL_NR_UE_RSRP_0,DL_NR_UE_RSRQ_0,DL_NR_UE_SINR_0,DL_NR_UE_Nbr_PCI_0,DL_NR_UE_Nbr_PCI_1,DL_NR_UE_Nbr_PCI_2,DL_NR_UE_Nbr_PCI_3,DL_NR_UE_Nbr_RSRP_0,DL_NR_UE_Nbr_RSRP_1,DL_NR_UE_Nbr_RSRP_2,DL_NR_UE_Nbr_RSRP_3,DL_NR_UE_Nbr_RSRQ_0,DL_NR_UE_Nbr_RSRQ_1,DL_NR_UE_Nbr_RSRQ_2,DL_NR_UE_Nbr_RSRQ_3,DL_NR_UE_Throughput_PDCP_DL,DL_NR_UE_RB_Num_DL_0,DL_NR_UE_Pathloss_DL_0,DL_NR_UE_Power_Tx_PUSCH_0,DL_App_Throughput_DL,DL_NR_UE_PCI_0_lat,DL_NR_UE_PCI_0_lon,DL_NR_UE_PCI_0_azimuth,DL_NR_UE_PCI_0_height,DL_NR_UE_Nbr_PCI_0_lat,DL_NR_UE_Nbr_PCI_0_lon,DL_NR_UE_Nbr_PCI_0_azimuth,DL_NR_UE_Nbr_PCI_0_height,DL_NR_UE_Nbr_PCI_1_lat,DL_NR_UE_Nbr_PCI_1_lon,DL_NR_UE_Nbr_PCI_1_azimuth,DL_NR_UE_Nbr_PCI_1_height,DL_NR_UE_Nbr_PCI_2_lat,DL_NR_UE_Nbr_PCI_2_lon,DL_NR_UE_Nbr_PCI_2_azimuth,DL_NR_UE_Nbr_PCI_2_height,DL_NR_UE_Nbr_PCI_3_lat,DL_NR_UE_Nbr_PCI_3_lon,DL_NR_UE_Nbr_PCI_3_azimuth,DL_NR_UE_Nbr_PCI_3_height
41.09899,29.02598,17.0,-184.0,-28.45,-11.55,5.0,0.0,0.0,0.0,-191.6875,-200.0,-200.0,-200.0,-28.8625,-30.0,-30.0,-30.0,819.1999999999999,239.0,155.0,22.5,,10.27636735,7.256958325,63.75,4.5,5.1383859125,3.627833075,32.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09899,29.02619,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,36.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09902,29.0261,9.714285714285714,-190.20000000000002,-28.557142857142857,-4.5,5.714285714285714,0.0,0.0,0.0,-190.84285714285716,-200.0,-200.0,-200.0,-29.014285714285712,-30.0,-30.0,-30.0,1454.08,227.0,151.55,22.5,,5.872209914285714,4.146833328571429,36.42857142857143,2.5714285714285716,5.872441042857143,4.146094942857142,37.142857142857146,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09903,29.02493,15.11111111111111,-183.96666666666664,-27.01111111111111,-3.9000000000000004,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,12277.585,114.5,144.7,22.4,14976.83,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09903,29.02637,1.0,-183.48333333333335,-32.46666666666667,-17.299999999999997,6.333333333333333,46.333333333333336,0.0,0.0,-183.83333333333334,-184.6833333333333,-200.0,-200.0,-26.75,-26.849999999999998,-30.0,-30.0,0.0,36.0,,,,13.701447233333333,9.673915733333333,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09906,29.02623,8.5,-191.925,-29.0875,-6.4,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,901.12,226.0,148.1,22.5,694.26,5.138183675,3.6284791625,31.875,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09907,29.0248,11.333333333333334,-187.78333333333333,-27.616666666666664,-3.4,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,11366.400000000001,118.5,143.6,22.4,,6.8509115666666665,4.8379722166666665,42.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09907,29.02655,0.0,-200.0,-30.0,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09911,29.02464,15.11111111111111,-183.08888888888887,-26.544444444444444,-2.0999999999999996,6.555555555555555,0.0,0.0,0.0,-193.57777777777778,-200.0,-200.0,-200.0,-30.077777777777776,-30.0,-30.0,-30.0,15124.48,98.0,140.64999999999998,22.35,26858.27,9.134548755555555,6.450629622222222,56.666666666666664,4.0,4.567565122222223,3.225346911111111,25.555555555555557,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09915,29.02651,22.666666666666668,-177.48333333333335,-26.71666666666667,-10.55,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,20.48,207.0,151.7,22.5,,13.701823133333333,9.675944433333333,85.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09916,29.02449,15.11111111111111,-181.82222222222222,-26.01111111111111,2.75,13.11111111111111,0.0,0.0,0.0,-186.32222222222222,-200.0,-200.0,-200.0,-29.744444444444444,-30.0,-30.0,-30.0,59228.16,109.0,136.2,22.200000000000003,68986.04,9.134548755555555,6.450629622222222,56.666666666666664,4.0,9.135130244444445,6.450693822222222,51.111111111111114,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0991,29.02637,27.2,-173.11999999999998,-26.2,-7.25,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,409.6,191.0,148.9,22.5,,16.44218776,11.61113332,102.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09921,29.02684,0.6666666666666666,-184.97777777777776,-27.855555555555554,-7.05,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,153.36666666666667,22.5,,9.134298155555555,6.4492771555555555,66.66666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09923,29.02385,17.0,-181.825,-26.175,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,30.0,,,,10.27636735,7.256958325,63.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09923,29.02425,22.666666666666668,-174.29999999999998,-24.5,2.7,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,,138.2,22.1,16268.45,13.701823133333333,9.675944433333333,85.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09925,29.02416,13.6,-184.18,-26.560000000000002,0.4,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,17879.04,62.5,138.6,22.3,,8.22109388,5.80556666,51.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09926,29.0268,34.0,-173.85,-32.45,-17.2,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,20.5527347,14.51391665,127.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09927,29.0236,17.0,-180.91250000000002,-25.975,-0.9,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.35,16.0,140.5,22.5,,10.27636735,7.256958325,63.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09929,29.024,13.6,-184.62,-26.839999999999996,1.0,11.8,0.0,0.0,0.0,-186.62,-200.0,-200.0,-200.0,-28.639999999999997,-30.0,-30.0,-30.0,14857.974999999999,97.0,139.2,22.3,,8.22109388,5.80556666,51.0,3.6,8.22161722,5.80562444,46.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0992,29.02433,15.11111111111111,-181.66666666666666,-25.955555555555556,4.8,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,49223.68,87.5,134.85000000000002,22.1,26768.06,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0992,29.02666,34.0,-171.275,-29.875,-17.15,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,,,,,20.5527347,14.51391665,127.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09932,29.0233,17.0,-180.5875,-25.825,0.30000000000000004,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,139.3,22.4,,10.27636735,7.256958325,63.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09933,29.02383,11.333333333333334,-187.36666666666667,-27.416666666666668,-0.7,9.833333333333334,0.0,0.0,0.0,-188.6,-200.0,-200.0,-200.0,-28.483333333333334,-30.0,-30.0,-30.0,13025.279999999999,84.0,140.8,22.3,,6.8509115666666665,4.8379722166666665,42.5,3.0,6.8513476833333335,4.838020366666666,38.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09935,29.02709,1.2,-170.82,-24.54,-4.0,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,25.65,17.0,145.8,22.4,,16.441736679999998,11.60869888,120.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09937,29.02367,15.11111111111111,-183.0,-26.455555555555556,-0.9,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,11202.815,102.0,139.6,22.3,12832.9,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09938,29.02304,19.428571428571427,-177.45714285714286,-25.085714285714285,2.95,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,0.0,16.0,135.75,22.3,,11.744419828571427,8.293666657142857,72.85714285714286,5.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09939,29.02351,13.6,-184.78,-26.839999999999996,-1.3,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,12267.52,105.0,139.2,22.3,,8.22109388,5.80556666,51.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09942,29.02721,0.5454545454545454,-186.9181818181818,-27.472727272727273,-1.7999999999999998,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,2.3200000000000003,31.0,146.2,22.299999999999997,,7.473516672727272,5.276681309090909,54.54545454545455,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09943,29.0232,17.0,-180.325,-25.825,0.15,14.75,0.0,0.0,0.0,-181.83749999999998,-200.0,-200.0,-200.0,-27.137500000000003,-30.0,-30.0,-30.0,14827.52,82.0,137.75,22.3,22076.11,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09945,29.02306,13.6,-183.94,-26.54,1.7,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,31263.65,87.0,136.3,22.3,,8.22109388,5.80556666,51.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0994,29.02334,11.333333333333334,-187.04999999999998,-27.25,-0.1,9.833333333333334,0.0,0.0,0.0,-188.38333333333333,-200.0,-200.0,-200.0,-28.516666666666666,-30.0,-30.0,-30.0,12390.685,92.0,138.3,22.3,,6.8509115666666665,4.8379722166666665,42.5,3.0,6.8513476833333335,4.838020366666666,38.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09955,29.02279,11.333333333333334,-186.4333333333333,-27.05,3.1,9.833333333333334,0.0,0.0,0.0,-187.78333333333333,-200.0,-200.0,-200.0,-28.25,-30.0,-30.0,-30.0,60497.805,118.5,134.7,22.1,,6.8509115666666665,4.8379722166666665,42.5,3.0,6.8513476833333335,4.838020366666666,38.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0995,29.02293,15.11111111111111,-181.84444444444443,-26.055555555555557,2.8,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,49539.82,106.0,134.65,22.2,52973.04,9.134548755555555,6.450629622222222,56.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09963,29.03034,19.0,-150.85,-20.25,,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,,25.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09967,29.02253,13.6,-183.42000000000002,-26.380000000000003,3.5,11.8,0.0,0.0,0.0,-185.6,-200.0,-200.0,-200.0,-28.18,-30.0,-30.0,-30.0,92141.75,201.0,133.6,22.1,,8.22109388,5.80556666,51.0,3.6,8.22161722,5.80562444,46.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0996,29.02266,17.0,-179.575,-25.6125,2.4,14.75,0.0,0.0,0.0,-181.2375,-200.0,-200.0,-200.0,-27.0,-30.0,-30.0,-30.0,64414.23,117.0,134.65,22.15,79919.01,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09974,29.0224,17.0,-179.575,-25.575,3.0999999999999996,7.375,0.0,0.0,0.0,-191.1125,-200.0,-200.0,-200.0,-28.85,-30.0,-30.0,-30.0,88412.16,186.0,134.10000000000002,22.05,48221.92,10.27636735,7.256958325,63.75,4.5,5.1385107625,3.628515275,28.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09974,29.03086,11.4,-172.10999999999999,-24.16,15.350000000000001,55.6,0.0,0.0,0.0,-184.39000000000001,-200.0,-200.0,-200.0,-26.860000000000003,-30.0,-30.0,-30.0,0.0,18.333333333333332,120.75,22.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09981,29.02227,15.11111111111111,-181.89999999999998,-26.122222222222224,2.65,13.11111111111111,0.0,0.0,0.0,-183.3777777777778,-200.0,-200.0,-200.0,-27.444444444444443,-30.0,-30.0,-30.0,47656.759999999995,109.5,135.05,22.15,33182.24,9.134548755555555,6.450629622222222,56.666666666666664,4.0,9.135130244444445,6.450693822222222,51.111111111111114,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09989,29.02215,17.0,-179.475,-25.525,2.3,14.75,0.0,0.0,0.0,-182.4,-200.0,-200.0,-200.0,-28.125,-30.0,-30.0,-30.0,33648.64,129.0,134.4,22.2,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.09996,29.02204,13.6,-183.87,-26.57,1.35,11.8,0.0,0.0,0.0,-185.07,-200.0,-200.0,-200.0,-27.660000000000004,-30.0,-30.0,-30.0,32563.206666666665,124.0,135.35,22.25,28901.9,8.22109388,5.80556666,51.0,3.6,8.22161722,5.80562444,46.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0999,29.02206,19.428571428571427,-177.37142857142857,-25.17142857142857,1.2,16.857142857142858,0.0,0.0,0.0,-178.68571428571428,-200.0,-200.0,-200.0,-26.47142857142857,-30.0,-30.0,-30.0,0.0,18.0,136.95,22.4,,11.744419828571427,8.293666657142857,72.85714285714286,5.142857142857143,11.745167457142857,8.293749199999999,65.71428571428571,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.099,29.02506,15.11111111111111,-183.52222222222224,-26.77777777777778,-4.15,4.444444444444445,0.0,0.0,0.0,-192.47777777777776,-200.0,-200.0,-200.0,-28.988888888888887,-30.0,-30.0,-30.0,14254.855,107.0,143.8,22.299999999999997,10829.9,9.134548755555555,6.450629622222222,56.666666666666664,4.0,4.5674541444444445,3.224740511111111,28.88888888888889,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10001,29.02188,17.0,-180.05,-25.8125,0.6,14.75,0.0,0.0,0.0,-181.55,-200.0,-200.0,-200.0,-27.1,-30.0,-30.0,-30.0,0.0,16.0,136.45,22.2,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10004,29.02193,13.6,-183.98,-26.580000000000002,0.9,11.8,0.0,0.0,0.0,-184.92000000000002,-200.0,-200.0,-200.0,-27.380000000000003,-30.0,-30.0,-30.0,29061.12,96.0,136.3,22.2,,8.22109388,5.80556666,51.0,3.6,8.22161722,5.80562444,46.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10011,29.02175,17.0,-180.3875,-25.975,-0.5,14.75,0.0,0.0,0.0,-181.28750000000002,-200.0,-200.0,-200.0,-26.925,-30.0,-30.0,-30.0,0.0,16.0,137.85,22.25,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10011,29.02182,17.0,-180.1125,-25.9,-0.3,14.75,0.0,0.0,0.0,-181.2,-200.0,-200.0,-200.0,-26.825,-30.0,-30.0,-30.0,28037.12,146.0,137.4,22.2,28146.58,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10018,29.02167,17.0,-180.175,-25.975,-0.8500000000000001,14.75,0.0,0.0,0.0,-180.78750000000002,-200.0,-200.0,-200.0,-26.549999999999997,-30.0,-30.0,-30.0,0.0,16.0,137.35,22.2,,10.27636735,7.256958325,63.75,4.5,10.277021525,7.25703055,57.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10019,29.02172,15.11111111111111,-182.10000000000002,-26.255555555555556,0.3,13.11111111111111,0.0,0.0,0.0,-183.10000000000002,-200.0,-200.0,-200.0,-27.099999999999998,-30.0,-30.0,-30.0,28784.64,164.0,135.85,22.2,19437.34,9.134548755555555,6.450629622222222,56.666666666666664,4.0,9.135130244444445,6.450693822222222,51.111111111111114,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
